useful_mw,ac_corridor_mw,ac_receiving_q_mvar,receiving_voltage_pu,receiving_angle_deg,line_current_kA,source_q_mvar,line_reactive_burden_mvar,converged,voltage_ok,thermal_ok,source_q_ok,binding_constraint,receiving_voltage_real_pu,receiving_voltage_imag_pu
75.0,77.06836066348666,15.649398093585974,0.9975094099173798,-0.4554583376224878,0.32983241177928424,16.30213460889696,0.6527365153109859,True,True,True,True,none,0.9974778935055242,-0.007929365769179589
80.0,82.20625137438577,16.69269129982504,0.9973406677932657,-0.4859051311204126,0.3518807645924761,17.435611730911447,0.7429204310864073,True,True,True,True,none,0.9973048029749358,-0.008457990153791563
85.0,87.34414208528487,17.735984506064103,0.9971715850424445,-0.5163625427494889,0.37393670721481564,18.574956468220865,0.8389719621567622,True,True,True,True,none,0.9971310900654935,-0.008986614538403534
90.0,92.48203279618399,18.77927771230317,0.9970021611643012,-0.5468306180891898,0.3960002663129353,19.72017497395869,0.9408972616555218,True,True,True,True,none,0.9969567541245333,-0.009515238923015507
95.0,97.6199235070831,19.822570918542233,0.9968323956558963,-0.5773094028471079,0.4180714686325053,20.871273431979734,1.048702513437501,True,True,True,True,none,0.9967817944961329,-0.010043863307627483
100.0,102.75781421798222,20.8658641247813,0.9966622880119542,-0.6077989428597369,0.44015034099869754,22.028258056994098,1.1623939322127974,True,True,True,True,none,0.996606210521097,-0.010572487692239455
105.0,107.89570492888132,21.909157331020364,0.9964918377248541,-0.638299284093257,0.46223691031664116,23.191135094694893,1.2819777636745293,True,True,True,True,none,0.9964300015369439,-0.011101112076851426
110.0,113.03359563978043,22.952450537259427,0.9963210442846174,-0.6688104726443255,0.4843312035718924,24.359910821895333,1.4074602846359063,True,True,True,True,none,0.9962531668778912,-0.011629736461463397
115.0,118.17148635067954,23.995743743498494,0.9961499071788981,-0.6993325547408722,0.5064332478308985,25.53459154665957,1.538847803161076,True,True,True,True,none,0.9960757058748415,-0.012158360846075373
120.0,123.30937706157866,25.03903694973756,0.9959784258929707,-0.729865576742899,0.5285430702414748,26.71518360844404,1.6761466587064788,True,True,True,True,none,0.9958976178553677,-0.012686985230687342
125.0,128.44726777247777,26.082330155976628,0.9958065999097201,-0.7604095851432867,0.5506606980332729,27.90169337822718,1.8193632222505514,True,True,True,True,none,0.9957189021436991,-0.013215609615299318
130.0,133.58515848337686,27.125623362215688,0.9956344287096299,-0.7909646265686033,0.5727861585182596,29.094127258650804,1.9685038964351165,True,True,True,True,none,0.9955395580607065,-0.013744233999911286
135.0,138.72304919427597,28.16891656845475,0.9954619117707711,-0.8215307477799221,0.5949194790911986,30.29249168415715,2.1235751157023977,True,True,True,True,none,0.9953595849238877,-0.014272858384523262
140.0,143.8609399051751,29.212209774693818,0.9952890485687913,-0.8521079956736388,0.617060687230129,31.496793121127123,2.2845833464333047,True,True,True,True,none,0.9951789820473526,-0.014801482769135234
145.0,148.9988306160742,30.25550298093288,0.9951158385769026,-0.8826964172822999,0.6392098104968578,32.7070380680236,2.4515350870907184,True,True,True,True,none,0.9949977487418082,-0.015330107153747207
150.0,154.13672132697332,31.29879618717195,0.9949422812658703,-0.9132960597754325,0.661366876537445,33.923233055530716,2.6244368683587673,True,True,True,True,none,0.994815884314544,-0.01585873153835918
155.0,159.27461203787243,32.342089393411015,0.9947683761040019,-0.9439069704603802,0.6835319130826937,35.1453846466941,2.803295253283082,True,True,True,True,none,0.9946333880694167,-0.016387355922971154
160.0,164.41250274877154,33.38538259965008,0.9945941225571351,-0.9745291967831448,0.7057049479486501,36.37349943706734,2.988116837417259,True,True,True,True,none,0.9944502593068348,-0.01691598030758313
165.0,169.55039345967066,34.42867580588915,0.9944195200886257,-1.0051627863292325,0.7278860090371027,37.60758405485761,3.1789082489684617,True,True,True,True,none,0.9942664973237435,-0.017444604692195102
170.0,174.68828417056974,35.471969012128206,0.994244568159336,-1.0358077868245064,0.7500751243360793,38.84764516106686,3.375676148938652,True,True,True,True,none,0.9940821014136092,-0.017973229076807068
175.0,179.82617488146886,36.51526221836727,0.9940692662276237,-1.0664642461360447,0.772272321920353,40.09368944963837,3.5784272312710996,True,True,True,True,none,0.9938970708664043,-0.01850185346141904
180.0,184.96406559236797,37.55855542460634,0.9938936137493283,-1.097132212273002,0.7944776299519585,41.345723647611706,3.7871682230053665,True,True,True,True,none,0.9937114049685908,-0.019030477846031017
185.0,190.1019563032671,38.6018486308454,0.9937176101777606,-1.1278117333874782,0.8166910766806901,42.603754515259816,4.001905884414413,True,True,True,True,none,0.9935251030031054,-0.01955910223064299
190.0,195.2398470141662,39.645141837084466,0.99354125496369,-1.1585028577753933,0.838912690444628,43.86778884624809,4.222647009163623,True,True,True,True,none,0.993338164249343,-0.020087726615254962
